NAME,OUTLET TYPE,PHONE NUMBER,STREET ADDRESS,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location
Walgreens Store 10485,Food Store,708-239-1136,12854 S Ashland,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.659741,-87.660861,Calumet Pk,"12854 Ashland
Calumet Pk, IL 60827
(41.65564041500045, -87.66061560699967)"
Walgreens Store 1068,Food Store,312-263-7499,240 W Randolph,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.884464,-87.635082,Chicago,"240 Randolph
Chicago, IL 60606
(41.881833223000456, -87.63667653899967)"
Walgreens Store 11154,Food Store,708-795-9030,7113 Cermak,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.8504,-87.801792,Berwyn,"7113 Cermak
Berwyn, IL 60402
(41.85038553600049, -87.80172984699965)"
Walgreens Store 15004,Food Store,773-935-6414,953 W Irving Park,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.954494,-87.654198,Chicago,"953 Irving Park
Chicago, IL 60613
(41.95275240300049, -87.65692860999968)"
Walgreens Store 1503,Food Store,773-254-5523,1926 W 35th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.830405,-87.673922,Chicago,"1926 35th
Chicago, IL 60609
(41.81387299200048, -87.65534702799965)"
Walgreens Store 1504,Food Store,708-424-3594,10639 S Cicero,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.698932,-87.739954,Oak Lawn,"10639 Cicero
Oak Lawn, IL 60453
(41.7117306020005, -87.74926866699968)"
Walgreens Store 15065,Food Store,773-342-9161,1601 N Milwaukee Ave,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.910704,-87.677792,Chicago,
Walgreens Store 162,Food Store,773-667-1177,1554 E 55th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.795188,-87.587824,Chicago,"1554 55th
Chicago, IL 60615
(41.80229355300048, -87.59993951799964)"
Walgreens Store 163,Food Store,773-581-2345,4000 W 59th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.785935,-87.723023,Chicago,"4000 59th
Chicago, IL 60615
(41.80229355300048, -87.59993951799964)"
Walgreens Store 2025,Food Store,312-225-0537,3000 S Halsted,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.839773,-87.646321,Chicago,"3000 Halsted
Chicago, IL 60608
(41.852243736000446, -87.66731751799966)"
Walgreens Store 2211,Food Store,773-373-6266,5036 S Cottage Grove,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.802992,-87.606426,Chicago,"5036 Cottage Grove
Chicago, IL 60615
(41.80229355300048, -87.59993951799964)"
Walgreens Store 2212,Food Store,847-299-6611,1858 E Oakton,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.024436,-87.878403,Des Plaines,"1858 Oakton
Des Plaines, IL 60018
(42.02203003800048, -87.89789911999969)"
Walgreens Store 226,Food Store,773-521-9504,4005 W 26th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.844254,-87.724795,Chicago,"4005 26th
Chicago, IL 60623
(41.85304321700045, -87.71752840199969)"
Walgreens Store 2300,Food Store,773-238-2289,10620 S Halsted,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.700803,-87.642644,Chicago,"10620 Halsted
Chicago, IL 60628
(41.69259085400046, -87.62300715199967)"
Walgreens Store 2301,Food Store,708-339-6840,15901 Wood,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.600817,-87.660705,Harvey,"15901 Wood
Harvey, IL 60426
(41.600744378000456, -87.66072123699968)"
Walgreens Store 232,Food Store,312-326-4058,3405 S King Drive,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.832595,-87.616987,Chicago,"3405 King Drive
Chicago, IL 60616
(41.83269985400045, -87.61696668299965)"
Walgreens Store 2558,Food Store,708-333-3572,14700 Halsted,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.622598,-87.641468,Harvey,"14700 Halsted
Harvey, IL 60426
(41.62252333900045, -87.64141464899967)"
Walgreens Store 2635,Food Store,708-499-3755,5400 W 79th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.74892,-87.757339,Burbank,"5400 79th
Burbank, IL 60459
(41.74407047900047, -87.76943818199965)"
Walgreens Store 2721,Food Store,847-298-3050,9000 N Greenwood,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.043657,-87.840581,Niles,"9000 Greenwood
Niles, IL 60714
(42.04620034600049, -87.84047581999965)"
Walgreens Store 2785,Food Store,708-780-7513,5840 W 35th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.829043,-87.769707,Cicero,"5840 35th
Cicero, IL 60804
(41.8464431540005, -87.75985744499968)"
Walgreens Store 2877,Food Store,773-489-5607,2440 W North Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.910301,-87.688897,Chicago,"2440 North Avenue
Chicago, IL 60647
(41.910326098000496, -87.68871295999969)"
Walgreens Store 3023,Food Store,708-636-5615,6201 W 95th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.719588,-87.775078,Oak Lawn,"6201 95th
Oak Lawn, IL 60453
(41.719520350000494, -87.78469988999967)"
Walgreens Store 3779,Food Store,708-344-9885,100 Lake Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.888877,-87.835052,Maywood,"100 Lake Street
Maywood, IL 60153
(41.88879439200048, -87.83450369199966)"
Walgreens Store 3833,Food Store,708-583-0170,2828 N Harlem,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.930997,-87.806575,Elmwood Pk,"2828 Harlem
Elmwood Pk, IL 60707
(41.92234170900048, -87.80748739499967)"
Walgreens Store 3928,Food Store,708-335-4180,18301 Pulaski,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.557103,-87.713537,Hazel Crest,"18301 Pulaski
Hazel Crest, IL 60429
(41.57272084200048, -87.68383722999965)"
Walgreens Store 3948,Food Store,773-685-8759,5140 W Diversey,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.931411,-87.75561,Chicago,"5140 Diversey
Chicago, IL 60639
(41.92050377200047, -87.75488675899965)"
Walgreens Store 3960,Food Store,708-366-9534,7200 Roosevelt,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.864926,-87.804237,Forest Pk,"7200 Roosevelt
Forest Pk, IL 60130
(41.86498947600046, -87.80432608499967)"
Walgreens Store 3961,Food Store,312-226-7913,2340 W Madison,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.881174,-87.685617,Chicago,"2340 Madison
Chicago, IL 60612
(41.88001266600048, -87.68631822699967)"
Walgreens Store 400,Food Store,708-456-8810,1600 N Harlem,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.908956,-87.805824, Elmwood Pk,"1600 Harlem
Elmwood Pk, IL 60707
(41.92234170900048, -87.80748739499967)"
Walgreens Store 4147,Food Store,773-622-8185,1546 N Central,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.90896,-87.765865,Chicago,"1546 Central
Chicago, IL 60651
(41.902493725000454, -87.73697664699966)"
Walgreens Store 4519,Food Store,773-373-6147,1320 E 47th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.809671,-87.594211,Chicago,"1320 47th
Chicago, IL 60653
(41.81843090300049, -87.61270948899966)"
Walgreens Store 4664,Food Store,708-681-4034,10345 W Roosevelt,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.863358,-87.88079,Westchester,"10345 Roosevelt
Westchester, IL 60154
(41.86273097200046, -87.90080859199969)"
Walgreens Store 4713,Food Store,708-339-1184,3148 W 159th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.600766,-87.694183,Markham,"3148 159th
Markham, IL 60426
(41.611352286000454, -87.65114975299969)"
Walgreens Store 4947,Food Store,708-396-1280,13501 Cicero,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.6471,-87.738003,Crestwood,"13501 Cicero
Crestwood, IL 60445
(41.647075449000454, -87.73802851199969)"
Walgreens Store 5076,Food Store,708-749-9061,6800 Ogden,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.827161,-87.792631,Berwyn,"6800 Ogden
Berwyn, IL 60402
(41.827121039000474, -87.79296066799964)"
Walgreens Store 5103,Food Store,708-652-4856,5932 W Cermak,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.850976,-87.772633,Cicero,"5932 Cermak
Cicero, IL 60804
(41.8464431540005, -87.75985744499968)"
Walgreens Store 5127,Food Store,708-889-0130,18133 Torrence,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.566022,-87.558695,Lansing,"18133 Torrence
Lansing, IL 60438
(41.565290219000474, -87.55876042799969)"
Walgreens Store 5147,Food Store,847-673-8063,9150 Skokie,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.047075,-87.74688,Skokie,"9150 Skokie
Skokie, IL 60077
(42.04763395500049, -87.74702288399965)"
Walgreens Store 5149,Food Store,708-343-5323,1600 W Roosevelt,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.864031,-87.851834,Broadview,"1600 Roosevelt
Broadview, IL 60155
(41.86112058200047, -87.85406585399966)"
Walgreens Store 5235,Food Store,708-386-9359,6412 Roosevelt,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.865371,-87.784572,Oak Park,"6412 Roosevelt
Oak Park, IL 60304
(41.86532035200048, -87.78477024499966)"
Walgreens Store 5713,Food Store,708-425-6960,4740 W 95th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.720149,-87.73976,Oak Lawn,"4740 95th
Oak Lawn, IL 60453
(41.719520350000494, -87.78469988999967)"
Walgreens Store 5786,Food Store,708-679-0598,4889 Sauk Trail,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.484258,-87.734291,Richton Pk,"4889 Sauk Trail
Richton Pk, IL 60471
(41.48429564300045, -87.73494981499965)"
Walgreens Store 6046,Food Store,708-562-6105,2151 S Wolf,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.848861,-87.901352,Hillside,"2151 Wolf
Hillside, IL 60162
(41.84430432400046, -87.90117614999969)"
Walgreens Store 6228,Food Store,847-657-9863,2690 Golf,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.054944,-87.825189,Glenview,"2690 Golf
Glenview, IL 60025
(42.05495639600048, -87.82343151899966)"
Walgreens Store 6238,Food Store,773-731-9663,2011 E 95th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.722474,-87.574901,Chicago,"2011 95th
Chicago, IL 60617
(41.72629071600045, -87.55734977399965)"
Walgreens Store 6439,Food Store,708-478-3758,17955 Wolf,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.563305,-87.890314,Orland Pk,"17955 Wolf
Orland Pk, IL 60467
(41.5633630530005, -87.89034757999968)"
Walgreens Store 6462,Food Store,847-455-6876,9595 Grand,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.929633,-87.865138,Franklin Pk,"9595 Grand
Franklin Pk, IL 60131
(41.929656055000464, -87.86506444499969)"
Walgreens Store 6641,Food Store,773-247-3051,1614 W 47th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.808592,-87.665578,Chicago,"1614 47th
Chicago, IL 60609
(41.81387299200048, -87.65534702799965)"
Walgreens Store 829,Food Store,708-452-8062,8361 Belmont,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.937519,-87.835194,River Grove,"8361 Belmont
River Grove, IL 60171
(41.93757741000047, -87.83524223199964)"
Walgreens Store 9347,Food Store,708-385-0218,12659 S Ridgeland,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.6605,-87.777542,Palos Heights,"12659 Ridgeland
Palos Heights, IL 60463
(41.662054155000476, -87.79554732099967)"
Walgreens Store 9357,Food Store,773-568-4034,833 W 115th,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.685065,-87.643474,Chicago,"833 115th
Chicago, IL 60643
(41.699751422000475, -87.66459754499965)"
Walgreens Store 9438,Food Store,312-332-3540,30 N Michigan,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.882755,-87.624388,Chicago,"30 Michigan
Chicago, IL 60602
(41.8828629890005, -87.62937692999964)"
Walgreens Store 9470,Food Store,773-889-7411,4817 W Fullerton,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.924229,-87.747034,Chicago,"4817 Fullerton
Chicago, IL 60639
(41.92050377200047, -87.75488675899965)"
Walgreens Store 9600,Food Store,708-345-6080,1445 W North Ave,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.908188,-87.851702,Melrose Pk,"1445 North Ave
Melrose Pk, IL 60160
(41.90813711400045, -87.85140408199965)"
Walmart Store 2430,Food Store,773-475-4459,1424 W 47th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.808715,-87.661089,Chicago,"1424 47th Street
Chicago, IL 60609
(41.80867501500046, -87.66098786699968)"
Walmart Store 5645,Food Store,773-687-4401,2844 N Broadway,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.934145,-87.644427,Chicago,"2844 Broadway
Chicago, IL 60657
(41.93995201700045, -87.65243587399965)"
Walmart Store 5646,Food Store,773-475-4209,2551 W Cermak Rd ,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.851921,-87.689926,Chicago,
Walmart Store Inc- Store 1737,Food Store,630-530-5305,900 S Route 83,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.872473,-87.96165,Villa Park,"900 S Route
Villa Park, IL 60181
(41.87761422300048, -87.97721634499965)"
Walmart Store Inc- Store 1779,Food Store,708-499-2088,10260 S Harlem Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.7055,-87.798104,Bridgeview,"10260 Harlem Avenue
Bridgeview, IL 60415
(41.70442387300045, -87.79805599999969)"
Walmart Store Inc- Store 1933,Food Store,708-403-0043,137 W North Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.906889,-87.909881,Northlake,"137 North Avenue
Northlake, IL 60164
(41.90691083200045, -87.90952094399967)"
Walmart Store Inc- Store 1938,Food Store,708-496-0230,7050 S Cicero,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.764774,-87.742438,Bedford Park,"7050 Cicero
Bedford Park, IL 60638
(41.78470062600047, -87.77286639199968)"
Walmart Store Inc- Store 2204,Food Store,708-771-2270,1300 Des Plaines Avenue,,"Purchase Chicago Cards, Transit Cards and Passes.",41.862662,-87.819036,Forest Park,"1300 Des Plaines Avenue
Forest Park, IL 60130
(41.862678463000464, -87.81900634699969)"
Walmart Store Inc- Store 2816,Food Store,847-647-8641,5630 W Touhy Avenue,,"Purchase Chicago Cards, Transit Cards and Passes.",42.011958,-87.768425,Niles,"5630 Touhy Avenue
Niles, IL 60714
(42.011977938000484, -87.76837529599965)"
Walmart Store Inc- Store 3039,Food Store,312-573-3814,225 W Chicago Ave,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.896482,-87.635009,Chicago,"225 Chicago Ave
Chicago, IL 60654
(41.896600209000496, -87.63527082499968)"
Walmart Store Inc- Store 3041,Food Store,773-783-4657,8301 S Holland Road,,"Purchase Chicago Cards, Transit Cards and Passes.",41.742761,-87.631795,Chicago,"8301 Holland Road
Chicago, IL 60620
(41.74345063800047, -87.63205835999969)"
Walmart Store Inc- Store 3065,Food Store,773-281-3321,3636 N Broadway,,"Purchase Chicago Cards, Transit Cards and Passes.",41.948404,-87.647908,Chicago,"3636 Broadway
Chicago, IL 60613
(41.95275240300049, -87.65692860999968)"
Walmart Store Inc- Store 3725,Food Store,847-966-7904,8500 W Golf Road,,"Purchase Chicago Cards, Transit Cards and Passes.",42.054633,-87.837354,Niles,"8500 Golf Road
Niles, IL 60714
(42.05465278300045, -87.83733833399964)"
Walmart Store inc- Store 5404,Food Store,708-755-1660,103 W Holbrook Drive,,"Purchase Chicago Cards, Transit Cards and Passes.",41.53882,-87.629399,Glenwood,"103 Holbrook Drive
Glenwood, IL 60425
(41.5456340770005, -87.61149723299968)"
Walmart Store Inc- Store 5485,Food Store,708-229-0611,2500 W 95th Street,,"Purchase Chicago Cards, Transit Cards and Passes.",41.720928,-87.685139,Evergreen Park,"2500 95th Street
Evergreen Park, IL 60805
(41.720920934000446, -87.68475098299967)"
Walmart Store Inc- Store 5486,Food Store,708-647-1689,4005 167th Street,,"Purchase Chicago Cards, Transit Cards and Passes.",41.586198,-87.714328,Country Club Hills,"4005 167th Street
Country Club Hills, IL 60478
(41.5861814430005, -87.71430413799965)"
Walmart Store Inc- Store 5647,Food Store,312-470-1460,570 W Monroe,,"Purchase Chicago Cards, Transit Cards and Passes.",41.880689,-87.642463,Chicago,"570 Monroe
Chicago, IL 60661
(41.88249366400049, -87.64274651299968)"
Washington/Dearborn Rail Station,CTA Rail Station,1-888-YOURCTA,19 N. Dearborn,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.883164,-87.62944,Chicago,"19 Dearborn
Chicago, IL 60602
(41.8828629890005, -87.62937692999964)"
Washington/State Rail Station,CTA Rail Station,1-888-YOURCTA,128 N. State,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.883215,-87.627748,Chicago,"128 State
Chicago, IL 60602
(41.8828629890005, -87.62937692999964)"
Washington/Wells Rail Station,CTA Rail Station,1-888-YOURCTA,100 N. Wells Street,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.882695,-87.63378,Chicago,"100 Wells Street
Chicago, IL 60602
(41.8828629890005, -87.62937692999964)"
Water Tower Works Visitor Center,Other,,163 E. Pearson,"Cash, Credit, Debit",Purchase 3 day and 7 day passes.,41.897573,-87.623187,Chicago,"163 Pearson
Chicago, IL 60611
(41.89503335000046, -87.6223467109997)"
Wellington Rail Station,CTA Rail Station,1-888-YOURCTA,945 W. Wellington Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.936033,-87.653266,Chicago,"945 Wellington Avenue
Chicago, IL 60657
(41.93623445500049, -87.65330400099964)"
West Town Mobil,Ventra Retail Location,,3942 W. Roosevelt Road,Varies,Varies,41.8663322,-87.7248617,Chicago ,"3942 Roosevelt Road
Chicago 60624
(41.86617073700046, -87.72446093799965)"
Western & 103rd Currency,Currency Exchange,773-239-4300,10257 S. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.706524,-87.681626,Chicago,"10257 Western Avenue
Chicago, IL 60643
(41.70664159500046, -87.68159527099965)"
"Western & 71st Currency Exchange, Inc.",Ventra Retail Location,,7056 S Western,Varies,Varies,41.7651766,-87.6833338,Chicago,"7056 Western
Chicago 60636
(41.77666236500045, -87.66772594899965)"
Western & Lake Currency,Currency Exchange,312-421-1500,149 N. Western Avenue,Varies,Purchase Transit Cards and Passes.,41.884524,-87.686526,Chicago,"149 Western Avenue
Chicago, IL 60612
(41.88412358900047, -87.68646401699965)"
Western 79th Check Cashers,Ventra Retail Location,,2417-1/2 W. 79th Street    ,Varies,Varies,41.7499959,-87.6836626,Chicago,"2417 1 2 W 79th Street
Chicago 60652
(41.75098655300047, -87.62596075499965)"
Western 79th Currency,Currency Exchange,773-776-0435,2417 W. 79th Street,Varies,Purchase Transit Cards and Passes.,41.750029,-87.683575,Chicago,"2417 79th Street
Chicago, IL 60652
(41.75003104300049, -87.68358026399966)"
